,accreditationFlag,accreditationPeriod,availabilityFlag,catersForDiverseNeedsFlag,certification,contactDetails_address_addressLine1,contactDetails_address_country,contactDetails_address_geoLocationDetails_latitude,contactDetails_address_geoLocationDetails_longitude,contactDetails_address_postcode,contactDetails_address_state,contactDetails_address_suburb,contactDetails_contactName,contactDetails_emailAddress,contactDetails_enquiryHours,contactDetails_faxNumber,contactDetails_phoneNumber,contactDetails_websiteURL,cultureSpiritualFoodRequirement,description,endDate,facilityAddress_addressLine1,facilityAddress_addressLine2,facilityAddress_country,facilityAddress_postcode,facilityAddress_state,facilityAddress_suburb,facilityName,fundedFlag,iD,languages_language,locallyKnownAsName,mPIR,mPIRPeriod,nNCFlag,outletID,outletName,previouslyKnownAsName,qIEnrolmentFlag,rADApprovalDate,rADThresholdDate,rADThresholdEffDate,rADThresholdValue,sanctionFlag,serviceType,startDate,waitlistFlag,websiteURL
16,true,3 Years,true,false,true,11 BARDEN Road ,Australia,-34.0243645,151.0094527,2234,NSW,BARDEN RIDGE,Susan Junee,bardenlodge@advantagedcare.com.au,,+610295322899,+610295322888,www.advantagedcare.com.au,,"Barden Lodge is a Multi-award winning boutique residential aged care facility providing LOW CARE, HIGH CARE & RESPITE CARE.<br/><br/>The Extra Services facility caters for 62 residents in large private single bed suites including ensuite bathrooms, individual air-conditioning, flat-screen TV, abundant storage and unique outlooks.   <br/><br/>Onsite commercial kitchen and in-house chef, on-site beauty salon, daily exercise and physio program, full time activity therapist, on-site laundry, visitor carpark,  private indoor and outdoor living spaces, landscaped gardens, in-house computers and wi-fi.<br/><br/>Winner: National 2013 Urban Taskforce Development Excellence Award in Retirement Living<br/><br/>Winner: 2013 Urban Development Institute of Australia (NSW/ACT) Excellence Award in Seniors Living<br/><br/>Advantaged Care: Excellence in built environment; Excellence in people; Excellence in Care",,,11 BARDEN Road,,2234,NSW,BARDEN RIDGE,Advantaged Care at Barden Lodge,true,1-EP-74,,Advantaged Care at Barden Lodge,6.28,2015-07-01,false,1-E6-2336,Advantaged Care at Barden Lodge,Sugargum Lodge,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,2012-07-04,true,www.advantagedcare.com.au
17,true,3 Years,true,true,true,111 BELLEVUE Avenue ,Australia,-33.9113046,150.9933056,2198,NSW,GEORGES HALL,Mamta Soni,georgesmanor@advantagedcare.com.au,,+610287130888,+610287130800,www.advantagedcare.com.au,,"Advantaged Care at Georges Manor opened in June 2008 and aims to provide a superior environment to what is currently in the market place. Advantaged Care is founded on the pursuit of excellence, providing an affordable and luxurious environment with excellent care.",,,111 BELLEVUE Avenue,,2198,NSW,GEORGES HALL,Advantaged Care at Georges Manor,true,1-EP-2137,,Georges Manor,6.28,2015-07-01,false,1-E6-2346,Advantaged Care at Georges Manor,Georges Manor,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,2008-06-03,true,http://ww.advantagedcare.com.au
18,true,3 Years,true,true,true,392 High Street ,Australia,-36.7754668,144.2544869,3555,VIC,GOLDEN SQUARE,Pixie-Ann Glover,pixie-ann.glover@adventcare.org.au,,+610354437988,+610354420197,,,,,,392 High Street,,3555,VIC,GOLDEN SQUARE,AdventCare Bendigo,true,1-EP-1172,,,6.28,2015-07-01,false,1-E6-850,AdventCare Bendigo,Alawara Retirement Village,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1989-01-11,false,
19,true,3 Years,true,true,true,163-165 Central Road ,Australia,-37.8246589,145.1674969,3131,VIC,NUNAWADING,Helen Psomiadis,helen.psomiadis@adventcare.org.au,,+610398942609,+610392592000,,,,,,163-165 Central Road,,3131,VIC,NUNAWADING,AdventCare Whitehorse (Hostel),true,1-EP-181,,,6.28,2015-07-01,false,1-E6-740,AdventCare Whitehorse,Coronella Retirement Village-Hostel,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1989-01-11,false,
20,true,3 Years,true,true,true,5 WOODS POINT Road ,Australia,-37.7523015,145.7024769,3799,VIC,WARBURTON,Coleen Hilbert,coleen.hilbert@adventcare.org.au,,+610359664455,+610359664428,,,,,,5 WOODS POINT Road,,3799,VIC,WARBURTON,AdventCare Yarra Ranges,true,1-EP-1171,,,6.28,2015-07-01,false,1-E6-741,AdventCare Yarra Ranges,Yarra View Hostel,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1989-01-11,false,
21,true,3 Years,true,true,true,56 Elsom Street ,Australia,-33.7420906,150.9183365,2147,NSW,KINGS LANGLEY,Tania McAleer,aacsyd@adventist.org.au,,+610296761273,+610288346100,www.aacsyd.org.au,We provide freshly prepared vegetarian cuisine.,"The Kings Langley Village is situated near the hub of Blacktown in Sydneys West. It is an ideal location for retirees and the frail aged who are assured the optimum of support and care in their latter years.<br/> <br/>An extensive building program in the residential and independent living section has recently been completed. It provides a comprehensive 78-bed residential care facility that includes 18 self-care units (apartments) which are integrated into the hostel and nursing home. This is an ideal arrangement for couples when one partner requires a higher level of care, ensuring that both have ease of access to each other.<br/>",,,56 Elsom Street,,2147,NSW,KINGS LANGLEY,Adventist Nursing Home,true,1-EP-5204,,Not Supplied,6.28,2015-07-01,false,1-E6-543,Adventists Nursing Home,Adventists Nursing Home,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1973-01-01,true,http://ww.aacsyd.org.au
22,true,3 Years,false,true,true,31 WEBB Street ,Australia,-32.0457461,115.8654312,6148,WA,ROSSMOYNE,Sharlene Campbell,,,,+610893544133,http://www.arc.org.au,,,,,31 WEBB Street,,6148,WA,ROSSMOYNE,Adventist Residential Care,true,1-EP-2164,,,6.28,2015-07-01,false,1-E6-1888,Adventist Residential Care-Rossmoyne,Freeman Nursing Home,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1973-01-01,true,http://www.arc.org.au
23,true,3 Years,true,true,true,571 CLEVELAND REDLAND BAY Road ,Australia,-27.5953733,153.2823166,4165,QLD,VICTORIA POINT,Tania King,admissions.vp@sdaac.com.au,,,+610738205777,www.sdaac.com.au,,,2015-12-02,,571 CLEVELAND REDLAND BAY Road,,4165,QLD,VICTORIA POINT,Adventist Retirement Village - Victoria Pt,true,1-EP-6149,,Not Supplied,6.28,2015-07-01,false,1-E6-2150,Adventist Retirement Village - Victoria Pt,,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1992-05-01,true,http://www.sdaac.com.au
24,true,3 Years,true,false,true,30 BAY Road ,Australia,-31.9843264,115.7899285,6010,WA,CLAREMONT,Facility Manager Facility Manager,alfredcarson@aegiscare.com.au,,+610892306599,+610892306500,https://aegiscare.com.au/locations/aegis-alfred-carson,,"Set amongst the prestigious streets of Claremont, Aegis Alfred Carson is a Residence that includes a host of well-appointed amenities including an in-house cinema, beauty salon, hydro spa, library, café, alfresco courtyard dining, quality furnishings and lounge areas where residents and guests can mingle in a relaxed and social atmosphere.<br/><br/>Aegis Alfred Carson offers premium accommodation in the latest of Care Facility designs to complement a vibrant community in caring for the elderly. This location ensures that a large variety of shopping and service options are just a stroll away. Many 'day trip' venues are located close-by, providing a wonderful variety of choice for that special outing.",,,30 BAY Road,,6010,WA,CLAREMONT,Aegis Alfred Carson,true,1-EP-1958,,Not Supplied,6.28,2015-07-01,false,1-E6-1863,Alfred Carson Lodge,Alfred Carson Lodge,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,2010-03-08,false,http://www.aegiscare.com.au/locations/aegis-alfred-carson/
25,true,3 Years,true,true,true,30 MELL Road ,Australia,-32.1094571,115.7787979,6163,WA,SPEARWOOD,Facility Manager Facility Manager,amberley@aegiscare.com.au,,+610894945999,+610894945900,https://aegiscare.com.au/locations/aegis-amberley,,"Aegis Amberley has been designed to offer a broad range of accommodation and lifestyle options for 114 residents in four wings.<br/><br/>Spearwood is a suburb surrounded by wetlands and the sea. We have used this water connection to name each of the areas or wings after the islands along the coast. From north to south we have Rottnest, Garden, Carnac and Penguin. Aegis Amberley is an 'ageing in place' facility and both High and Low care accommodation is available in all areas. Garden offers specialist secure dementia care. Penguin offers High Care Extra Services.<br/><br/>Accommodation comprises of single and double rooms with a large ensuite bathroom and air conditioning. The different areas or wings all have lounge and dining areas and access to our courtyard areas.<br/><br/>There are BBQ areas and a Cafe located in the foyer and Residents and families are welcome to make use of these areas. There is also a private dining room which can be booked in advance for special oc",,,30 MELL Road,,6163,WA,SPEARWOOD,Aegis Amberley,true,1-EP-884,,Not Supplied,6.28,2015-07-01,false,1-E6-2393,Amberley Aged Care,Amberley Aged Care,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,2010-05-18,false,http://www.aegiscare.com.au/locations/aegis-amberley/
26,true,3 Years,true,true,true,340 ANCHORAGE Drive North,Australia,-31.6776515,115.7093837,6030,WA,MINDARIE,Facility Manager Facility Manager,anchorage@aegiscare.com.au,,+610894001099,+610894001000,https://aegiscare.com.au/locations/aegis-anchorage,,"Aegis Anchorage, located in the heart of the northern seaside suburb of Mindarie, is a Residence that offers a host of well-appointed amenities including an in-house cinema, beauty salon, hydro spa, library, cafe, alfresco courtyard dining, quality furnishings and lounge areas where residents and guests can mingle in a relaxed and social atmosphere.<br/><br/>Aegis Anchorage offers premium accommodation in the latest of Care Facility designs to complement a vibrant community in caring for the elderly. This Residence is ideally placed close to shops, transport links and a wide range of local services and 'day trip' venues enjoyed by everyone in this friendly seaside suburb. There is an invigorating and distinctly nautical ambience at Aegis Anchorage, offering our elderly residents a home that is equal in standard and comfort to that of a deluxe resort hotel.",,,340 ANCHORAGE Drive North,,6030,WA,MINDARIE,Aegis Anchorage,true,1-EP-1960,,Not Supplied,6.28,2015-07-01,false,1-E6-2219,Anchorage Aged Care,Anchorage Aged Care,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,2007-03-01,false,http://www.aegiscare.com.au/locations/aegis-anchorage/
27,true,3 Years,true,true,true,29 GARDNER Street ,Australia,-31.9904226,115.8570931,6152,WA,COMO,Facility Manager Facility Manager,balmoral@aegiscare.com.au,,+610893679767,+610893677333,https://aegiscare.com.au/locations/aegis-balmoral,,"Aegis Balmoral is centrally located with easy freeway access, and has been designed to offer a broad range of accommodation and lifestyle options for Low Care, High Care and Transitional Care residents. We also have Independent Living units within the grounds of Aegis Balmoral.<br/><br/>Aegis Balmoral has a reputation for providing a friendly, caring, homelike environment and excellent care is offered by our trained staff. Our enthusiastic Therapy Team facilitate a variety of activities throughout the week including bus trips, visiting entertainers and residents are encouraged to participate.<br/><br/>Aegis Balmoral offers bright, airy, shared, air conditioned accommodation with courtyard access. Lounge and dining areas are located in each wing.",,,29 GARDNER Street,,6152,WA,COMO,Aegis Balmoral,true,1-EP-3781,,Not Supplied,6.28,2015-07-01,false,1-E6-1898,Balmoral Aged Care,Balmoral Aged Care,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1973-01-01,true,http://www.aegiscare.com.au/locations/aegis-balmoral/
28,true,3 Years,true,true,true,20 BRIGHT Road ,Australia,-32.2484826,115.8112435,6167,WA,CALISTA,Facility Manager Facility Manager,banksiapark@aegiscare.com.au,,+610894395282,+610894191244,https://aegiscare.com.au/locations/aegis-banksia-park,,"Aegis Banksia Park has been designed to offer a broad range of accommodation and lifestyle options for all residents.<br/><br/>Calista is a suburb surrounded by natural bushland. Aegis Banksia Park have used this connection to name each of the areas or wings after native flora. There are Acacia, Boronia, Grevillea, Waratah and Banksia. Aegis Banksia Park is an ageing in place facility and both High and Low Care accommodation is available in all areas. Acacia and Waratah offer specialist secure Dementia Care.<br/><br/>Accommodation comprises of single and double rooms with large ensuite bathrooms and air conditioning. The different areas or wings all have lounge and dining areas and access to courtyard areas.",,,20 BRIGHT Road,,6167,WA,CALISTA,Aegis Banksia Park,true,1-EP-7227,,Not Supplied,6.28,2015-07-01,false,1-E6-1914,Banksia Park Aged Care,Banksia Park Aged Care,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1983-12-12,false,http://www.aegiscare.com.au/locations/aegis-banksia-park/
29,true,3 Years,true,true,true,27 HAMILTON Street ,Australia,-31.904351,115.951906,6054,WA,BASSENDEAN,Facility Manager Facility Manager,bassendean@aegiscare.com.au,,+610893773099,+610892794258,https://aegiscare.com.au/locations/aegis-bassendean,,"Charm and a sense of place best describe Aegis Bassendean, a Residence that includes a host of well-appointed amenities including an hydro spa, library, quality furnishings and lounge areas where residents and guests can mingle in a relaxed and social atmosphere.<br/><br/>Aegis Bassendean offers premium accommodation in the latest of Care Facility designs to complement a vibrant community in caring for the elderly. Off historic Old Perth Road, the Residence is in the centre of the community and ideally placed close to shops, transport links and a wide range of local services and 'day trip' venues.",,,27 HAMILTON Street,,6054,WA,BASSENDEAN,Aegis Bassendean,true,1-EP-5979,,Not Supplied,6.28,2015-07-01,false,1-E6-1894,Bassendean Aged Care,Bassendean Aged Care,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1973-01-01,false,http://www.aegiscare.com.au/locations/aegis-bassendean/
30,true,3 Years,true,true,true,27 IVERMEY Road ,Australia,-32.080907,115.7792508,6163,WA,HAMILTON HILL,Facility Manager Facility Manager,carrington@aegiscare.com.au,,+610863103399,+61086310333,https://aegiscare.com.au/locations/aegis-carrington,,"Central to the residential area of Hamilton Hill, Aegis Carrington offers a host of well-appointed amenities including a hydro spa, library, café, alfresco courtyard dining, quality furnishings and lounge areas where residents and guests can mingle in a relaxed and social atmosphere.<br/><br/>Aegis Carrington offers premium accommodation in the latest of Care Facility designs to complement a vibrant community in caring for the elderly. This location ensures that a large variety of shopping and service options including restaurants and theatres in nearby Fremantle. Many 'day trip' venues are located close-by, providing a wonderful variety of choice for that special outing.",,,27 IVERMEY Road,,6163,WA,HAMILTON HILL,Aegis Carrington,true,1-EP-1949,,Not Supplied,6.28,2015-07-01,false,1-E6-1900,Carrington Aged Care Facility,Carrington Aged Care Facility,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1973-01-01,false,http://www.aegiscare.com.au/locations/aegis-carrington/
31,true,3 Years,true,true,true,99 BROADWATER Boulevard ,Australia,-33.6649573,115.2874352,6280,WA,BROADWATER,Facility Manager Facility Manager,ellenvale@aegiscare.com.au,,+610897886499,+610897886400,https://aegiscare.com.au/locations/aegis-ellenvale,,"The Aegis Aged Care Group is proud to offer this premium 140 bed Residential Aged Care Facility for both Low and High Care residents on the corner of Broadwater Boulevard and Bell Drive, Broadwater.<br/><br/>This impressive building was named Aegis Ellenvale to honour the name of Alfred Bussell's wife, Ellen, as a member of the districts' famous pioneering family.<br/><br/>The facility overlooks Broadwater Lake and is ideally located for Residents to enjoy excursions into Busselton or along the coast to Dunsborough. Wineries and many tourist attractions are easily accessible in the company of family and friends.",2015-12-02,,Cnr Broadwater Blvd & Bell Dr,,6280,WA,BROADWATER,Aegis Ellenvale,true,1-EP-883,,Not Supplied,6.28,2015-07-01,false,1-E6-2361,Aegis Ellenvale,Ellenvale Aged Care,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,2014-03-04,false,http://www.aegiscare.com.au/locations/aegis-ellenvale/
32,true,3 Years,true,true,true,95 LAKES Road ,Australia,-32.530882,115.7616879,6210,WA,GREENFIELDS,Facility manager Facility manager,greenfields@aegiscare.com.au,,+610895350799,+610895350700,https://aegiscare.com.au/locations/aegis-greenfields,,"Greenfields is a suburb located in Mandurah, south of Perth. Greenfields is easily accessable from the Kwinana Freeway's new extension and on the Perth to Mandurah train line.<br/><br/>Aegis Greenfields is an 'aging in place' facility with High Care, Low Care and Extra Services accommodation available and has been designed to offer a broad range of accommodation and lifestyle options for 106 residents in five areas - Banksia, Tuart, Karri, Jarrah and Wandoo.<br/><br/>Accommodation comprises of single and double rooms, all with large ensuite bathrooms. The different areas or wings all have lounge and dining areas and access to walk paths which surround the gardens within the facility.",,,95 LAKES Road,,6210,WA,GREENFIELDS,Aegis Greenfields,true,1-EP-7224,,Not Supplied,6.28,2015-07-01,false,1-E6-1847,Greenfields Aged Care Facility,Greenfields Aged Care Facility,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1998-12-14,false,http://www.aegiscare.com.au/locations/aegis-greenfields/
